フリー・ウィリー2 Free Willy 2: The Adventure Home (1995) ,Childhood,Michael Jackson(マイケル・ジャクソン),"Childhood (Theme from ""Free Willy 2"")","HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,267533,44,4,1,0.175,0.799,0.204,4.88e-05,0.147,-11.414,0.0362,73.106,3,0.0795
フリー・ウィリー Free Willy (1993) ,Will You Be There,Michael Jackson(マイケル・ジャクソン),Will You Be There,Dangerous,Michael Jackson,1991-11-13,460000,56,8,1,0.348,0.819,0.432,0.0856,0.191,-9.553,0.0388,82.911,4,0.141
ワイルド・ワイルド・ウエスト Wild Wild West (1999) ,Wild Wild West,Will Smith featuring Dru Hill &amp; Kool Moe Dee,Wild Wild West (feat. Dru Hill & Kool Mo Dee) - Album Version With Intro,Willennium,Will Smith,1999-11-16,268453,55,10,0,0.861,0.0983,0.597,0,0.176,-7.221,0.162,107.016,4,0.694
ライオン・キング The Lion King (1994) ,Circle Of Life(サークル・オブ・ライフ),,サークル・オブ・ライフ,My Favorite Songs,Kanji Ishimaru,2017-11-08,251146,6,9,1,0.43,0.557,0.544,0.00137,0.324,-8.979,0.0401,83.862,4,0.427
ティファニーで朝食を Breakfast at Tiffany's (1961) ,Moon River(ムーン・リバー),,"Moon River (Arr. Muraji) - From ""Breakfast at Tiffany's""",Cinema - Movie Themes For Classical Guitar,Kaori Muraji,2019-03-22,206026,29,7,1,0.35,0.993,0.0984,0.917,0.102,-25.537,0.0483,139.018,4,0.203
X-ファイル The X-Files (1993) ,LOVE PHANTOM,B'z,LOVE PHANTOM,LOOSE,B'z,1995-11-22,277866,48,11,0,0.482,0.0131,0.985,0.00019,0.148,-4.673,0.302,132.997,4,0.165
ルパン三世/カリオストロの城 (1979) ,炎のたからもの,,炎のたからもの,ルパン三世 カリオストロの城 オリジナル・サウンドトラック BGM集,Yuji Ohno,1983-03-21,189266,31,2,0,0.372,0.869,0.472,0.00196,0.227,-8.748,0.0319,117.987,3,0.407
恋のバカンス (1997) ,Everything(It's you),Mr.Children,Everything (It's you),BOLERO,Mr.Children,1997-03-05,319840,49,7,1,0.514,0.00182,0.643,0,0.118,-7.263,0.0263,140.036,4,0.343
不夜城 : SLEEPLESS TOWN (1998) ,The Wild Wind,"B'z … シングル「HOME」2nd Beat、アルバム「B'z The ""Mixture""」、サントラ「不夜城」に収録。",The Wild Wind,HOME,B'z,1998-07-08,225000,22,11,0,0.399,0.42,0.798,0,0.129,-4.3,0.0363,176.051,4,0.349
小さな恋のメロディ Melody (1971) ,メロディ・フェア,,メロディ・フェア,世界のうた こころのうた 第一集 -コンドルは飛んでゆく-,Sojiro,2005-03-23,188160,11,2,1,0.34,0.894,0.138,0.788,0.343,-16.706,0.0354,76.746,4,0.126
明日を抱きしめて (2000) ,RING,B'z,RING,B'z The Best “Pleasure II”,B'z,2005-11-30,240529,23,4,0,0.27,0.00934,0.706,0.0192,0.366,-5.645,0.0348,166.022,4,0.278
やまとなでしこ (2000) ,Everything,MISIA,Everything,Super Best Records -15th Celebration-,MISIA,2013-02-20,420920,57,1,1,0.515,0.507,0.579,0,0.11,-5.321,0.0334,131.934,4,0.23
名探偵コナン ベイカー街の亡霊 (2002) ,Everlasting,B'z … アルバム「GREEN」、「,Everlasting,GREEN,B'z,2002-07-03,219532,33,9,1,0.513,0.0291,0.659,0,0.134,-4.3,0.0347,110.582,3,0.352
ため息つかせて Waiting to Exhale (1995) ,Exhale (Shoop Shoop),Whitney Houston(ホイットニー・ヒューストン),"Exhale (Shoop Shoop) - from ""Waiting to Exhale"" - Original Soundtrack",Exhale,Whitney Houston,1995-11-07,204333,52,1,1,0.661,0.401,0.394,0,0.119,-9.032,0.0318,137.954,4,0.107
刑事★イチロー (2003) ,いつか,GLAY,いつか,rare collectives vol.2,GLAY,2003-02-05,246173,19,7,1,0.441,0.00709,0.845,0,0.156,-4.034,0.0821,144.974,4,0.535
ぼくらの七日間戦争 (1988) ,SEVEN DAYS WAR,TM NETWORK,SEVEN DAYS WAR,TM NETWORK ORIGINAL SINGLES 1984-1999,TM NETWORK,1984,296813,35,1,0,0.616,0.0568,0.759,2.08e-06,0.197,-6.109,0.0364,94.986,4,0.562
タブロイド (1998) ,BE WITH YOU,GLAY,BE WITH YOU,THE GREAT VACATION VOL.2 ~SUPER BEST OF GLAY~,GLAY,2009-10-21,312693,35,0,1,0.512,0.178,0.865,0,0.126,-3.7,0.0344,129.855,4,0.53
きらきらひかる (1998) ,ニシエヒガシエ,Mr.Children,ニシエヒガシエ,DISCOVERY,Mr.Children,1999-02-03,297226,43,0,1,0.581,0.000174,0.853,0.0266,0.101,-7.684,0.041,101.989,4,0.706
若者のすべて ～STAY GOLD～ (1994) ,Tomorrow never knows,Mr.Children,Tomorrow never knows,Tomorrow never knows,Mr.Children,1994-11-10,308293,58,0,1,0.637,0.173,0.485,0,0.122,-10.263,0.0245,109.035,4,0.403
ブラックジャック スペシャル～命をめぐる4つの奇跡～ Black Jack (2003) ,ROOT,B'z … アルバム「BIG MACHINE」に収録。,ROOTS,BIG MACHINE,B'z,2003-09-17,312829,24,9,1,0.397,0.24,0.727,0,0.187,-4.254,0.0336,169.836,4,0.463
恋文～私たちが愛した男～ (2003) ,柊,Do As Infinity,柊,GATES OF HEAVEN,Do As Infinity,2003-11-27,269066,41,3,0,0.554,0.295,0.669,0,0.243,-6.156,0.0289,111.024,4,0.289
あなたの隣に誰かいる (2003) ,アラクレ,B'z … アルバム「BIG MACHINE」に収録。1曲目。,アラクレ,BIG MACHINE,B'z,2003-09-17,204900,28,7,1,0.387,0.00084,0.981,0.000405,0.306,-3.081,0.0878,158.958,4,0.368
スカイハイ2 Sky High2 (2004) ,時の雫,GLAY,時の雫,REVIEWⅡ 〜BEST OF GLAY〜,GLAY,2020-03-11,440146,20,2,1,0.276,0.249,0.773,0.00046,0.114,-4.84,0.0357,86.478,4,0.34
失楽園 (1997) ,永遠,ZARD,永遠,永遠,ZARD,1997-08-20,227500,42,4,1,0.444,0.607,0.588,1.45e-06,0.268,-4.008,0.0266,77.476,4,0.129
星砂の島、私の島～アイランド・ドリーミン～ (2004) ,ユガフ島,BEGIN … MAXIシングル「いつまでも/ユガフ島」に収録。,ユガフ島(2021Ver.),ユガフ島(2021Ver.),BEGIN,2021-11-03,267279,31,4,1,0.369,0.675,0.526,0.000105,0.114,-8.565,0.0366,75.537,4,0.22
略奪愛・アブない女 (1998) ,HOWEVER,GLAY,HOWEVER,THE GREAT VACATION VOL.2 ~SUPER BEST OF GLAY~,GLAY,2009-10-21,334640,53,0,1,0.338,0.116,0.834,0,0.0859,-4.447,0.0477,172.023,4,0.412
オレンジデイズ Orange Days (2004) ,Sign,Mr.Children,Sign,I LOVE U,Mr.Children,2005-09-21,321800,55,7,1,0.601,0.263,0.509,0,0.124,-6.273,0.0259,105.018,4,0.383
ずっとあなたが好きだった (1992) ,涙のキッス,サザンオールスターズ … アルバム「バラッド3」「海のYeah!!」、シングルなどに収録。,涙のキッス,世に万葉の花が咲くなり,サザンオールスターズ,1992-09-26,285426,48,0,1,0.573,0.409,0.787,6.4e-06,0.188,-5.861,0.0268,105.951,4,0.631
Antique(アンティーク)～西洋骨董洋菓子店～ (2001) ,youthful days,Mr.Children,youthful days,It's a wonderful world,Mr.Children,2002-05-10,314640,49,4,1,0.486,0.00401,0.928,4.05e-06,0.0623,-5.888,0.0551,148.19,4,0.533
悪魔のKISS (1993) ,エロティカ・セブン,サザンオールスターズ,エロティカ・セブン EROTICA SEVEN,エロティカ・セブン EROTICA SEVEN,サザンオールスターズ,1993-07-21,240500,46,9,0,0.589,0.0306,0.902,5e-06,0.666,-3.522,0.0493,142.109,4,0.779
初体験 hatsu-taiken (2002) ,陽のあたる坂道,Do As Infinity,陽のあたる坂道 - Do As Infinity Acoustic Tour 2016 -2 of Us-,Do As Infinity Acoustic Tour 2016 -2 of Us-,Do As Infinity,2016-10-05,302640,6,4,1,0.481,0.793,0.594,0,0.774,-5.298,0.0348,83.563,4,0.348
ひと夏のプロポーズ (1996) ,BELOVED,GLAY,BELOVED,THE GREAT VACATION VOL.2 ~SUPER BEST OF GLAY~,GLAY,2009-10-21,288200,48,5,1,0.556,0.0278,0.912,0,0.261,-2.759,0.0314,111.111,4,0.696
同窓会 (1993) ,CROSS ROAD,Mr.Children,CROSS ROAD,Atomic Heart,Mr.Children,1994-09-01,272706,50,2,1,0.563,0.143,0.7,0,0.13,-6.657,0.0231,86.965,4,0.7
海猫 Umineko (2004) ,冬のエトランジェ,MISIA(歌)、TAKURO(作詞・作曲),冬のエトランジェ,SINGER FOR SINGER,MISIA,2004-12-08,266053,34,4,0,0.302,0.456,0.514,0,0.108,-5.389,0.0337,81.022,4,0.257
ハッピーマニア (1998) ,PARADISE,サザンオールスターズ,PARADISE,さくら,サザンオールスターズ,1998-10-21,354009,34,9,0,0.594,0.00469,0.918,0,0.131,-4.174,0.0403,104.07,4,0.765
ホットマン HOTMAN (2003) ,Together,EXILE,Together - EXILE CATCHY BEST,EXILE CATCHY BEST,EXILE,2008-03-26,265133,40,0,0,0.68,0.0469,0.896,1.19e-05,0.0536,-4.678,0.0339,112.002,4,0.846
ホットマン2 HOTMAN2 (2004) ,HERO,EXILE,HERO - EXILE CATCHY BEST,EXILE CATCHY BEST,EXILE,2008-03-26,282653,30,2,1,0.572,0.0136,0.873,0,0.36,-4.992,0.0369,105.183,4,0.705
嫁はミツボシ。 (2001) ,Week!,Do As Infinity,Week!,DEEP FOREST,Do As Infinity,2001-09-19,254966,28,4,1,0.521,0.000197,0.939,0.000341,0.0869,-4.058,0.145,103.938,4,0.631
For You (1995) ,HERO,中山美穂,HERO,HERO,中山美穂,2015-07-22,293973,19,2,1,0.476,0.509,0.427,1.45e-05,0.0966,-8.857,0.0328,119.67,4,0.0881
恋愛偏差値 (2002) ,眠れぬ夜は君のせい,MISIA,眠れぬ夜は君のせい - THE TOUR OF MISIA 2003 KISS IN THE SKY IN SAPPORO DOME,THE TOUR OF MISIA 2003 KISS IN THE SKY IN SAPPORO DOME,MISIA,2003-03-26,333183,3,4,1,0.521,0.158,0.398,0,0.326,-7.986,0.0309,71.035,4,0.218
バスストップ Bus Stop (2000) ,NOT FOUND,Mr.Children,NOT FOUND,Q,Mr.Children,2000-09-27,294000,42,2,1,0.323,0.00724,0.695,0,0.115,-6.352,0.0392,121.876,3,0.274
パーフェクトラブ！ Perfect Love! (1999) ,ここではない、どこかへ,GLAY,ここではない、どこかへ(GLAY EXPO'99 SURVIVAL LIVE VERSION),rare collectives vol.1,GLAY,2003-02-05,364906,8,2,1,0.482,0.00399,0.962,0,0.966,-3.731,0.0642,137.213,4,0.451
不機嫌なジーン (2005) ,feel my soul,YUI,feel my soul(NATURAL Ver.),NATURAL,YUI,2021-02-24,333040,35,5,1,0.418,0.347,0.609,0.000172,0.0829,-5.936,0.0292,171.914,4,0.246
赤いアモーレ Non ti muovere (Don't Move) (2004) ,Un Senso,Vasco Rossi(ヴァスコ・ロッシ),Un Senso,Buoni O Cattivi (Remastered 2017),Vasco Rossi,2004-04-02,245920,52,0,1,0.539,0.38,0.543,0.000751,0.111,-5.798,0.031,132.253,4,0.134
犬夜叉 紅蓮の蓬莱島(ぐれんのほうらいじま) (2004) ,楽園,Do As Infinity,楽園,NEED YOUR LOVE,Do As Infinity,2005-02-16,294933,37,9,1,0.403,0.139,0.794,0.000123,0.237,-3.251,0.0498,189.922,4,0.446
幸福の王子 (2003) ,Drawing,Mr.Children,Drawing,It's a wonderful world,Mr.Children,2002-05-10,341133,40,9,1,0.651,0.622,0.353,0,0.067,-10.603,0.0262,126.088,4,0.266
ホテルウーマン (1991) ,ALONE,B'z,ALONE,ALONE,B'z,1991-10-30,357733,47,9,1,0.396,0.449,0.817,0,0.261,-3.333,0.0367,89.824,4,0.478
俺達に気を付けろ (1996) ,Real Thing Shakes,B'z,Real Thing Shakes,Real Thing Shakes,B'z,1996-05-15,251997,26,7,1,0.651,0.012,0.925,0.00102,0.0644,-2.089,0.0399,108.126,4,0.886
新空港物語 (1994) ,Don't Leave Me,B'z,Don't Leave Me,The 7th Blues,B'z,1994-03-02,262066,42,2,1,0.485,0.259,0.89,0,0.334,-5.543,0.0658,114.842,3,0.517
"フライ，ダディ，フライ FLY, DADDY, FLY (2005) ",ランニングハイ,Mr.Children,ランニングハイ,I LOVE U,Mr.Children,2005-09-21,318493,39,7,1,0.53,0.00654,0.842,0,0.311,-3.428,0.0341,125.934,4,0.419
海猿 EVOLUTION UMIZARU EVOLUTION (2005) ,OCEAN,B'z … 「今夜月の見える丘に」(「ビューティフルライフ」主題歌)以来、約5年振りの書き下ろし。,OCEAN,OCEAN,B'z,2005-08-10,324938,46,2,1,0.463,0.277,0.651,0,0.153,-4.743,0.0279,80.984,4,0.268
生き残れ SURVIVE (2005) ,パルス,B'z,パルス,THE CIRCLE,B'z,2005-04-06,160169,24,11,0,0.404,9.42e-05,0.976,0.0138,0.349,-5.362,0.104,169.086,4,0.764
女王の教室 (2005) ,EXIT,EXILE,EXIT - EXILE CATCHY BEST,EXILE CATCHY BEST,EXILE,2008-03-26,272920,31,1,1,0.635,0.00874,0.923,0.132,0.118,-3.773,0.0399,113.015,4,0.649
ヒノキオ HINOKIO (2005) ,Tomorrow's way,YUI,Tomorrow's way,ORANGE GARDEN POP,YUI,2012,284653,26,9,1,0.445,0.271,0.782,0,0.201,-4.292,0.0342,159.907,4,0.393
カーテンコール Curtain Call (2005) ,いつでも夢を,,いつでも夢を,60周年記念デュエットベスト~星よりひそかに 雨よりやさしく~,Yukio Hashi,2019-07-03,230000,36,11,1,0.383,0.844,0.527,0,0.246,-4.446,0.0281,108.395,4,0.484
上を向いて歩こう 坂本九物語 (2005) ,見上げてごらん夜の星を,,見上げてごらん夜の星を,ベスト9!,Kyu Sakamoto,2009-09-09,230400,38,7,1,0.171,0.81,0.402,0,0.262,-7.542,0.032,83.922,4,0.198
鬼嫁日記 (2005) ,Oh My Darlin',中ノ森BAND,Oh My Darlin',Oh My Darlin'~Girls having Fun~,中ノ森BAND,2006-01-11,301986,24,1,1,0.543,0.252,0.829,0,0.165,-3.946,0.0449,125.879,4,0.428
疾走 (2005) ,Rain,,Rainbow,Golden Hour,Kacey Musgraves,2018-03-30,214293,72,3,1,0.581,0.88,0.197,0,0.107,-7.697,0.0329,130.367,4,0.349
変身 (2005) ,蒼い花,,コスモと蒼い花,ビー玉の中の宇宙,Soraru,2016-07-19,210480,16,8,1,0.522,0.202,0.66,0,0.284,-5.687,0.0275,84.989,4,0.627
タイヨウのうた A Song to the Sun (2006) ,Good-bye days,YUI,Good-bye days 〜YUI Acoustic Version〜,I remember you,YUI,2006,239000,45,2,1,0.632,0.713,0.28,0,0.292,-7.987,0.0249,79.015,4,0.411
バッシュメント Bashment (2005) ,4REST,10-FEET,4REST,4REST,10-FEET,2005-07-01,178946,29,0,1,0.48,0.0109,0.933,0,0.0688,-1.873,0.0827,105.255,4,0.645
喰いタン KUI-TAN (2006) ,結晶,B'z … Maxiシングル「衝動」の2nd beatに収録。,結晶,衝動,B'z,2006-01-25,246962,25,0,1,0.722,0.165,0.795,0,0.119,-4.541,0.0402,106.732,4,0.505
竜馬におまかせ！ (1996) ,FRIENDSHIP,H Jungle With t,FRIENDSHIP,FRIENDSHIP,H Jungle With t,1996-04-24,287233,29,11,0,0.613,0.00551,0.802,4.36e-06,0.103,-8.143,0.0399,96.997,4,0.612
戦国自衛隊 関ヶ原の戦い (2006) ,Love to Stay,,Stay,Stay,The Hails,2018-11-30,159212,51,9,1,0.665,0.00412,0.723,0.000975,0.124,-4.086,0.0269,127.035,4,0.657
トランスアメリカ Transamerica (2005) ,Travelin' Thru,Dolly Parton … 第78回アカデミー賞でオリジナル歌曲賞にノミネート。,Travelin' Thru,Travelin' Thru,Dolly Parton,2006-02-18,294000,25,0,1,0.722,0.87,0.333,3.84e-06,0.0631,-11.561,0.0732,99.117,4,0.558
7人の女弁護士 (2006) ,ハリケーン・リリ、ボストン・マリ,AAA(トリプル・エー),ハリケーン・リリ、ボストン・マリ,ハリケーン・リリ、ボストン・マリ,AAA,2006-05-31,299013,35,0,1,0.469,0.00241,0.891,0.000175,0.111,-3.433,0.0363,155.058,4,0.603
森のリトル・ギャング Over the Hedge (2006) ,KEY OF HEART,BoA,KEY OF HEART,MADE IN TWENTY(20),BoA,2007-01-17,301766,20,0,1,0.601,0.0324,0.927,0.000693,0.0813,-4.354,0.0359,108.086,4,0.546
DEATH NOTE デスノート (2006) ,Dani California,Red Hot Chili Peppers(レッド・ホット・チリ・ペッパーズ),Dani California,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,282160,77,0,1,0.556,0.0193,0.913,8.59e-06,0.346,-2.36,0.0437,96.184,4,0.73
どろろ Dororo (2007) ,フェイク,Mr.Children,フェイク,HOME,Mr.Children,2007-03-14,293333,43,9,0,0.62,0.0249,0.552,0,0.0403,-6.15,0.0342,124.964,4,0.502
ダンドリ。～Dance☆Drill～ (2006) ,SHAMROCK,UVERworld,SHAMROCK,BUGRIGHT,UVERworld,2007-02-21,248493,49,11,1,0.51,4.29e-05,0.86,0,0.488,-6.312,0.0763,84.933,4,0.833
7月24日通りのクリスマス (2006) ,ファースト・クリスマス,K,ファースト・クリスマス,K-BEST,K,2005,347386,4,0,1,0.5,0.717,0.369,0,0.131,-8.795,0.03,77.774,4,0.132
青春★ENERGY ダンドリ娘 (2006) ,SHAMROCK,UVERworld,SHAMROCK,BUGRIGHT,UVERworld,2007-02-21,248493,49,11,1,0.51,4.29e-05,0.86,0,0.488,-6.312,0.0763,84.933,4,0.833
守護神 The Guardian (2006) ,Never Let Go,Bryan Adams … ケビン・コスナーの親友であるブライアン・アダムスがこの映画の為に書き下ろした。サントラ1曲目に収録,Never Let Go - Original Version,The Guardian,Various Artists,2006-01-01,305560,34,2,1,0.43,0.00845,0.596,1.6e-06,0.0889,-7.451,0.0278,140.036,4,0.138
喰いタン スペシャル ～香港ぜんぶ食べちゃうぞ編～ KUI-TAN (2006) ,結晶,B'z … Maxiシングル「衝動」の2nd beatに収録。,結晶,衝動,B'z,2006-01-25,246962,25,0,1,0.722,0.165,0.795,0,0.119,-4.541,0.0402,106.732,4,0.505
14才の母～愛するために生まれてきた～ (2006) ,しるし,Mr.Children,しるし,HOME,Mr.Children,2007-03-14,431613,53,1,1,0.445,0.0484,0.489,5.77e-06,0.0864,-6.3,0.0285,74.025,4,0.297
家族～妻の不在・夫の存在～ (2006) ,Everything,EXILE,Everything,Everything,EXILE,2006-12-06,280633,30,5,0,0.649,0.00952,0.962,2.75e-05,0.0711,-3.628,0.0421,109.979,4,0.902
ALWAYS 続・三丁目の夕日 (2007) ,花の名,BUMP OF CHICKEN,花の名,orbital period,BUMP OF CHICKEN,2007-12-19,362480,42,6,1,0.555,0.0146,0.41,0,0.108,-6.576,0.0272,138.041,4,0.231
ラブ マイ ライフ LOVE MY LIFE (2006) ,LOVE MY LIFE,,LOVE MY LIFE,LOVE MY LIFE,Jay Park,2017-07-07,205384,29,0,0,0.887,0.314,0.634,3.55e-06,0.0679,-5.763,0.112,118.036,4,0.841
子宮の記憶 ここにあなたがいる (2007) ,Way Out,,Way Out (feat. Big Sean),Thats What They All Say,Jack Harlow,2020-12-11,168906,73,11,0,0.945,0.114,0.582,0,0.103,-8.357,0.0719,108.025,4,0.907
ひだまりスケッチ (2007) ,スケッチスイッチ,水橋かおり、新谷良子、後藤邑子、阿澄佳奈,スケッチスイッチ,スケッチスイッチ,Various Artists,2007-01-24,289426,18,5,1,0.541,0.0515,0.955,0.000338,0.371,-2.283,0.0752,179.058,4,0.529
バンパイアハンターD Vampire Hunter D (2001) ,遠くまで,Do As Infinity,遠くまで,DEEP FOREST,Do As Infinity,2001-09-19,244733,30,2,1,0.389,3.43e-05,0.976,0.552,0.127,-2.59,0.0534,140.984,4,0.631
俺は、君のためにこそ死ににいく (2007) ,永遠の翼,B'z、稲葉浩志(作詞)、松本孝弘(作曲),永遠の翼,B'z The Best XXV 1999-2012,B'z,2013-06-12,307909,23,6,0,0.445,0.00346,0.691,0.00201,0.298,-3.504,0.0297,170.023,4,0.224
真救世主伝説 北斗の拳 ラオウ伝 激闘の章 (2007) ,ロンリースターズ,B'z,ロンリースターズ,永遠の翼,B'z,2007-05-09,289294,24,7,0,0.443,0.00313,0.947,8.1e-05,0.256,-4.125,0.134,178.041,4,0.228
生徒諸君！ (2007) ,My Generation,YUI … 書き下ろしの新曲。,My Generation,I LOVED YESTERDAY,YUI,2008-04-09,233613,37,4,1,0.458,0.00138,0.797,0,0.108,-4.425,0.0359,163.024,4,0.507
パーフェクト・ストレンジャー Perfect Stranger (2007) ,Troubled Waters,Cat Power(キャット・パワー) … サントラ1曲目や、アルバム「,Troubled Waters,The Covers Record,Cat Power,2000-03-21,209600,36,9,0,0.326,0.94,0.0341,9.04e-06,0.109,-16.7,0.0419,84.446,1,0.12
サイドカーに犬 (2007) ,Understand,YUI,Understand,ORANGE GARDEN POP,YUI,2012,213106,18,0,1,0.37,0.336,0.276,0,0.0784,-9.308,0.0308,173.762,4,0.32
パパとムスメの7日間 (2007) ,星屑サンセット,YUKI,星屑サンセット -YUKIいないversion-,星屑サンセット,YUKI,2007,301720,2,5,1,0.46,5.27e-06,0.986,0.855,0.232,-6.95,0.0483,149.968,4,0.951
結婚の理想と現実 (1991) ,Good-bye My Loneliness,ZARD,Good-bye My Loneliness,Good-bye My Loneliness,ZARD,1991-02-10,275466,40,5,1,0.751,0.581,0.842,0.000109,0.0591,-3.446,0.0284,111.605,4,0.665
ラスト・ブラッド Blood: The Last Vampire (2009) ,I am xxx,GLAY,I am xxx,THE GREAT VACATION VOL.1 ~SUPER BEST OF GLAY~,GLAY,2009-06-10,266720,27,10,1,0.464,0.00101,0.965,2.07e-06,0.421,-4.402,0.0988,127.523,4,0.52
働きマン (2007) ,浮世CROSSING,UVERworld,浮世CROSSING,PROGLUTION,UVERworld,2008-01-16,272000,41,11,1,0.409,0.00184,0.902,0,0.114,-4.656,0.152,171.272,4,0.591
医龍～Team Medical Dragon2～ (2007) ,ONE,AI,ONEGAI MUSCLE,TV SERIES ”DUMBBELL NAN-KILO MOTERU?” OPENING THEME「ONEGAI MUSCLE」/ENDING THEME「MACHO ARE NAME?」,HIBIKI SAKURA(CV:AI FAIROUZ),2019-07-24,220865,51,5,0,0.726,0.0709,0.96,9.3e-05,0.347,-1.021,0.0439,132.049,4,0.881
私は貝になりたい (2008) ,花の匂い,Mr.Children,花の匂い,SUPERMARKET FANTASY,Mr.Children,2008-12-10,310906,41,2,1,0.428,0.448,0.531,0,0.0723,-7.115,0.0285,143.992,4,0.282
奇跡のシンフォニー August Rush (2007) ,Raise It Up,,Raise It Up,August Rush (Soundtrack),Various Artists,2007-11-05,146466,34,2,0,0.661,0.836,0.37,0,0.235,-7.57,0.0365,70.037,4,0.466
ショコラの見た世界 (2007) ,True Colors,K,True Colors - Karaoke Version With Choir,True Colors,Adele Kraic,2011-09-19,212506,22,2,1,0.525,0.0491,0.148,0,0.31,-18.587,0.0332,171.973,4,0.217
ウォンテッド Wanted (2008) ,The Little Things,"Danny Elfman … 音楽担当のダニー・エルフマンが自ら歌う。TV-SPOT2,4,6でも使われている。サントラに収録。",The Little Things - UNKLE Variation,Wanted: Weapons of Fate - The Little Things (UNKLE Variation),Danny Elfman,2009-03-31,253242,34,8,0,0.614,0.00498,0.922,0.421,0.143,-4.859,0.0702,125.109,4,0.748
